,Fixed Acidity,Volatile Acidity,Citric Acid,Residual Sugar,Chlorides,Free Sulfur Dioxide,Total Sulfur Dioxide,Density,Ph,Sulphates,Alcohol,Quality
131,5.6 g/L,0.5 g/L,0.09 g/L,2.3 g/L,0.049 g/L,17.0 mg/L SO2,99.0 mg/L SO2,0.9937 g/cm³,pH 3.63,0.63 g/L,13.0% vol,Score: 5
132,5.6 g/L,0.5 g/L,0.09 g/L,2.3 g/L,0.049 g/L,17.0 mg/L SO2,99.0 mg/L SO2,0.9937 g/cm³,pH 3.63,0.63 g/L,13.0% vol,Score: 5
133,6.6 g/L,0.5 g/L,0.01 g/L,1.5 g/L,0.06 g/L,17.0 mg/L SO2,26.0 mg/L SO2,0.9952 g/cm³,pH 3.4,0.58 g/L,9.8% vol,Score: 6
134,7.9 g/L,1.04 g/L,0.05 g/L,2.2 g/L,0.084 g/L,13.0 mg/L SO2,29.0 mg/L SO2,0.9959 g/cm³,pH 3.22,0.55 g/L,9.9% vol,Score: 6
135,8.4 g/L,0.745 g/L,0.11 g/L,1.9 g/L,0.09 g/L,16.0 mg/L SO2,63.0 mg/L SO2,0.9965 g/cm³,pH 3.19,0.82 g/L,9.6% vol,Score: 5
136,8.3 g/L,0.715 g/L,0.15 g/L,1.8 g/L,0.089 g/L,10.0 mg/L SO2,52.0 mg/L SO2,0.9968 g/cm³,pH 3.23,0.77 g/L,9.5% vol,Score: 5
137,7.2 g/L,0.415 g/L,0.36 g/L,2.0 g/L,0.081 g/L,13.0 mg/L SO2,45.0 mg/L SO2,0.9972 g/cm³,pH 3.48,0.64 g/L,9.2% vol,Score: 5
138,7.8 g/L,0.56 g/L,0.19 g/L,2.1 g/L,0.081 g/L,15.0 mg/L SO2,105.0 mg/L SO2,0.9962 g/cm³,pH 3.33,0.54 g/L,9.5% vol,Score: 5
139,7.8 g/L,0.56 g/L,0.19 g/L,2.0 g/L,0.081 g/L,17.0 mg/L SO2,108.0 mg/L SO2,0.9962 g/cm³,pH 3.32,0.54 g/L,9.5% vol,Score: 5
140,8.4 g/L,0.745 g/L,0.11 g/L,1.9 g/L,0.09 g/L,16.0 mg/L SO2,63.0 mg/L SO2,0.9965 g/cm³,pH 3.19,0.82 g/L,9.6% vol,Score: 5
141,8.3 g/L,0.715 g/L,0.15 g/L,1.8 g/L,0.089 g/L,10.0 mg/L SO2,52.0 mg/L SO2,0.9968 g/cm³,pH 3.23,0.77 g/L,9.5% vol,Score: 5
142,5.2 g/L,0.34 g/L,0.0 g/L,1.8 g/L,0.05 g/L,27.0 mg/L SO2,63.0 mg/L SO2,0.9916 g/cm³,pH 3.68,0.79 g/L,14.0% vol,Score: 6
143,6.3 g/L,0.39 g/L,0.08 g/L,1.7 g/L,0.066 g/L,3.0 mg/L SO2,20.0 mg/L SO2,0.9954 g/cm³,pH 3.34,0.58 g/L,9.4% vol,Score: 5
144,5.2 g/L,0.34 g/L,0.0 g/L,1.8 g/L,0.05 g/L,27.0 mg/L SO2,63.0 mg/L SO2,0.9916 g/cm³,pH 3.68,0.79 g/L,14.0% vol,Score: 6
145,8.1 g/L,0.67 g/L,0.55 g/L,1.8 g/L,0.117 g/L,32.0 mg/L SO2,141.0 mg/L SO2,0.9968 g/cm³,pH 3.17,0.62 g/L,9.4% vol,Score: 5
146,5.8 g/L,0.68 g/L,0.02 g/L,1.8 g/L,0.087 g/L,21.0 mg/L SO2,94.0 mg/L SO2,0.9944 g/cm³,pH 3.54,0.52 g/L,10.0% vol,Score: 5
147,7.6 g/L,0.49 g/L,0.26 g/L,1.6 g/L,0.236 g/L,10.0 mg/L SO2,88.0 mg/L SO2,0.9968 g/cm³,pH 3.11,0.8 g/L,9.3% vol,Score: 5
148,6.9 g/L,0.49 g/L,0.1 g/L,2.3 g/L,0.074 g/L,12.0 mg/L SO2,30.0 mg/L SO2,0.9959 g/cm³,pH 3.42,0.58 g/L,10.2% vol,Score: 6
149,8.2 g/L,0.4 g/L,0.44 g/L,2.8 g/L,0.089 g/L,11.0 mg/L SO2,43.0 mg/L SO2,0.9975 g/cm³,pH 3.53,0.61 g/L,10.5% vol,Score: 6
150,7.3 g/L,0.33 g/L,0.47 g/L,2.1 g/L,0.077 g/L,5.0 mg/L SO2,11.0 mg/L SO2,0.9958 g/cm³,pH 3.33,0.53 g/L,10.3% vol,Score: 6
151,9.2 g/L,0.52 g/L,1.0 g/L,3.4 g/L,0.61 g/L,32.0 mg/L SO2,69.0 mg/L SO2,0.9996 g/cm³,pH 2.74,2.0 g/L,9.4% vol,Score: 4
152,7.5 g/L,0.6 g/L,0.03 g/L,1.8 g/L,0.095 g/L,25.0 mg/L SO2,99.0 mg/L SO2,0.995 g/cm³,pH 3.35,0.54 g/L,10.1% vol,Score: 5
153,7.5 g/L,0.6 g/L,0.03 g/L,1.8 g/L,0.095 g/L,25.0 mg/L SO2,99.0 mg/L SO2,0.995 g/cm³,pH 3.35,0.54 g/L,10.1% vol,Score: 5
154,7.1 g/L,0.43 g/L,0.42 g/L,5.5 g/L,0.07 g/L,29.0 mg/L SO2,129.0 mg/L SO2,0.9973 g/cm³,pH 3.42,0.72 g/L,10.5% vol,Score: 5
155,7.1 g/L,0.43 g/L,0.42 g/L,5.5 g/L,0.071 g/L,28.0 mg/L SO2,128.0 mg/L SO2,0.9973 g/cm³,pH 3.42,0.71 g/L,10.5% vol,Score: 5
156,7.1 g/L,0.43 g/L,0.42 g/L,5.5 g/L,0.07 g/L,29.0 mg/L SO2,129.0 mg/L SO2,0.9973 g/cm³,pH 3.42,0.72 g/L,10.5% vol,Score: 5
157,7.1 g/L,0.43 g/L,0.42 g/L,5.5 g/L,0.071 g/L,28.0 mg/L SO2,128.0 mg/L SO2,0.9973 g/cm³,pH 3.42,0.71 g/L,10.5% vol,Score: 5
158,7.1 g/L,0.68 g/L,0.0 g/L,2.2 g/L,0.073 g/L,12.0 mg/L SO2,22.0 mg/L SO2,0.9969 g/cm³,pH 3.48,0.5 g/L,9.3% vol,Score: 5
159,6.8 g/L,0.6 g/L,0.18 g/L,1.9 g/L,0.079 g/L,18.0 mg/L SO2,86.0 mg/L SO2,0.9968 g/cm³,pH 3.59,0.57 g/L,9.3% vol,Score: 6
160,7.6 g/L,0.95 g/L,0.03 g/L,2.0 g/L,0.09 g/L,7.0 mg/L SO2,20.0 mg/L SO2,0.9959 g/cm³,pH 3.2,0.56 g/L,9.6% vol,Score: 5
161,7.6 g/L,0.68 g/L,0.02 g/L,1.3 g/L,0.072 g/L,9.0 mg/L SO2,20.0 mg/L SO2,0.9965 g/cm³,pH 3.17,1.08 g/L,9.2% vol,Score: 4
162,7.8 g/L,0.53 g/L,0.04 g/L,1.7 g/L,0.076 g/L,17.0 mg/L SO2,31.0 mg/L SO2,0.9964 g/cm³,pH 3.33,0.56 g/L,10.0% vol,Score: 6
163,7.4 g/L,0.6 g/L,0.26 g/L,7.3 g/L,0.07 g/L,36.0 mg/L SO2,121.0 mg/L SO2,0.9982 g/cm³,pH 3.37,0.49 g/L,9.4% vol,Score: 5
164,7.3 g/L,0.59 g/L,0.26 g/L,7.2 g/L,0.07 g/L,35.0 mg/L SO2,121.0 mg/L SO2,0.9981 g/cm³,pH 3.37,0.49 g/L,9.4% vol,Score: 5
165,7.8 g/L,0.63 g/L,0.48 g/L,1.7 g/L,0.1 g/L,14.0 mg/L SO2,96.0 mg/L SO2,0.9961 g/cm³,pH 3.19,0.62 g/L,9.5% vol,Score: 5
166,6.8 g/L,0.64 g/L,0.1 g/L,2.1 g/L,0.085 g/L,18.0 mg/L SO2,101.0 mg/L SO2,0.9956 g/cm³,pH 3.34,0.52 g/L,10.2% vol,Score: 5
167,7.3 g/L,0.55 g/L,0.03 g/L,1.6 g/L,0.072 g/L,17.0 mg/L SO2,42.0 mg/L SO2,0.9956 g/cm³,pH 3.37,0.48 g/L,9.0% vol,Score: 4
168,6.8 g/L,0.63 g/L,0.07 g/L,2.1 g/L,0.089 g/L,11.0 mg/L SO2,44.0 mg/L SO2,0.9953 g/cm³,pH 3.47,0.55 g/L,10.4% vol,Score: 6
169,7.5 g/L,0.705 g/L,0.24 g/L,1.8 g/L,0.36 g/L,15.0 mg/L SO2,63.0 mg/L SO2,0.9964 g/cm³,pH 3.0,1.59 g/L,9.5% vol,Score: 5
170,7.9 g/L,0.885 g/L,0.03 g/L,1.8 g/L,0.058 g/L,4.0 mg/L SO2,8.0 mg/L SO2,0.9972 g/cm³,pH 3.36,0.33 g/L,9.1% vol,Score: 4
171,8.0 g/L,0.42 g/L,0.17 g/L,2.0 g/L,0.073 g/L,6.0 mg/L SO2,18.0 mg/L SO2,0.9972 g/cm³,pH 3.29,0.61 g/L,9.2% vol,Score: 6
172,8.0 g/L,0.42 g/L,0.17 g/L,2.0 g/L,0.073 g/L,6.0 mg/L SO2,18.0 mg/L SO2,0.9972 g/cm³,pH 3.29,0.61 g/L,9.2% vol,Score: 6
173,7.4 g/L,0.62 g/L,0.05 g/L,1.9 g/L,0.068 g/L,24.0 mg/L SO2,42.0 mg/L SO2,0.9961 g/cm³,pH 3.42,0.57 g/L,11.5% vol,Score: 6
174,7.3 g/L,0.38 g/L,0.21 g/L,2.0 g/L,0.08 g/L,7.0 mg/L SO2,35.0 mg/L SO2,0.9961 g/cm³,pH 3.33,0.47 g/L,9.5% vol,Score: 5
175,6.9 g/L,0.5 g/L,0.04 g/L,1.5 g/L,0.085 g/L,19.0 mg/L SO2,49.0 mg/L SO2,0.9958 g/cm³,pH 3.35,0.78 g/L,9.5% vol,Score: 5
176,7.3 g/L,0.38 g/L,0.21 g/L,2.0 g/L,0.08 g/L,7.0 mg/L SO2,35.0 mg/L SO2,0.9961 g/cm³,pH 3.33,0.47 g/L,9.5% vol,Score: 5
177,7.5 g/L,0.52 g/L,0.42 g/L,2.3 g/L,0.087 g/L,8.0 mg/L SO2,38.0 mg/L SO2,0.9972 g/cm³,pH 3.58,0.61 g/L,10.5% vol,Score: 6
178,7.0 g/L,0.805 g/L,0.0 g/L,2.5 g/L,0.068 g/L,7.0 mg/L SO2,20.0 mg/L SO2,0.9969 g/cm³,pH 3.48,0.56 g/L,9.6% vol,Score: 5
179,8.8 g/L,0.61 g/L,0.14 g/L,2.4 g/L,0.067 g/L,10.0 mg/L SO2,42.0 mg/L SO2,0.9969 g/cm³,pH 3.19,0.59 g/L,9.5% vol,Score: 5
180,8.8 g/L,0.61 g/L,0.14 g/L,2.4 g/L,0.067 g/L,10.0 mg/L SO2,42.0 mg/L SO2,0.9969 g/cm³,pH 3.19,0.59 g/L,9.5% vol,Score: 5
181,8.9 g/L,0.61 g/L,0.49 g/L,2.0 g/L,0.27 g/L,23.0 mg/L SO2,110.0 mg/L SO2,0.9972 g/cm³,pH 3.12,1.02 g/L,9.3% vol,Score: 5
182,7.2 g/L,0.73 g/L,0.02 g/L,2.5 g/L,0.076 g/L,16.0 mg/L SO2,42.0 mg/L SO2,0.9972 g/cm³,pH 3.44,0.52 g/L,9.3% vol,Score: 5
183,6.8 g/L,0.61 g/L,0.2 g/L,1.8 g/L,0.077 g/L,11.0 mg/L SO2,65.0 mg/L SO2,0.9971 g/cm³,pH 3.54,0.58 g/L,9.3% vol,Score: 5
184,6.7 g/L,0.62 g/L,0.21 g/L,1.9 g/L,0.079 g/L,8.0 mg/L SO2,62.0 mg/L SO2,0.997 g/cm³,pH 3.52,0.58 g/L,9.3% vol,Score: 6
185,8.9 g/L,0.31 g/L,0.57 g/L,2.0 g/L,0.111 g/L,26.0 mg/L SO2,85.0 mg/L SO2,0.9971 g/cm³,pH 3.26,0.53 g/L,9.7% vol,Score: 5
186,7.4 g/L,0.39 g/L,0.48 g/L,2.0 g/L,0.082 g/L,14.0 mg/L SO2,67.0 mg/L SO2,0.9972 g/cm³,pH 3.34,0.55 g/L,9.2% vol,Score: 5
187,7.7 g/L,0.705 g/L,0.1 g/L,2.6 g/L,0.084 g/L,9.0 mg/L SO2,26.0 mg/L SO2,0.9976 g/cm³,pH 3.39,0.49 g/L,9.7% vol,Score: 5
188,7.9 g/L,0.5 g/L,0.33 g/L,2.0 g/L,0.084 g/L,15.0 mg/L SO2,143.0 mg/L SO2,0.9968 g/cm³,pH 3.2,0.55 g/L,9.5% vol,Score: 5
189,7.9 g/L,0.49 g/L,0.32 g/L,1.9 g/L,0.082 g/L,17.0 mg/L SO2,144.0 mg/L SO2,0.9968 g/cm³,pH 3.2,0.55 g/L,9.5% vol,Score: 5
190,8.2 g/L,0.5 g/L,0.35 g/L,2.9 g/L,0.077 g/L,21.0 mg/L SO2,127.0 mg/L SO2,0.9976 g/cm³,pH 3.23,0.62 g/L,9.4% vol,Score: 5
191,6.4 g/L,0.37 g/L,0.25 g/L,1.9 g/L,0.074 g/L,21.0 mg/L SO2,49.0 mg/L SO2,0.9974 g/cm³,pH 3.57,0.62 g/L,9.8% vol,Score: 6
192,6.8 g/L,0.63 g/L,0.12 g/L,3.8 g/L,0.099 g/L,16.0 mg/L SO2,126.0 mg/L SO2,0.9969 g/cm³,pH 3.28,0.61 g/L,9.5% vol,Score: 5
193,7.6 g/L,0.55 g/L,0.21 g/L,2.2 g/L,0.071 g/L,7.0 mg/L SO2,28.0 mg/L SO2,0.9964 g/cm³,pH 3.28,0.55 g/L,9.7% vol,Score: 5
194,7.6 g/L,0.55 g/L,0.21 g/L,2.2 g/L,0.071 g/L,7.0 mg/L SO2,28.0 mg/L SO2,0.9964 g/cm³,pH 3.28,0.55 g/L,9.7% vol,Score: 5
195,7.8 g/L,0.59 g/L,0.33 g/L,2.0 g/L,0.074 g/L,24.0 mg/L SO2,120.0 mg/L SO2,0.9968 g/cm³,pH 3.25,0.54 g/L,9.4% vol,Score: 5
196,7.3 g/L,0.58 g/L,0.3 g/L,2.4 g/L,0.074 g/L,15.0 mg/L SO2,55.0 mg/L SO2,0.9968 g/cm³,pH 3.46,0.59 g/L,10.2% vol,Score: 5
197,11.5 g/L,0.3 g/L,0.6 g/L,2.0 g/L,0.067 g/L,12.0 mg/L SO2,27.0 mg/L SO2,0.9981 g/cm³,pH 3.11,0.97 g/L,10.1% vol,Score: 6
198,5.4 g/L,0.835 g/L,0.08 g/L,1.2 g/L,0.046 g/L,13.0 mg/L SO2,93.0 mg/L SO2,0.9924 g/cm³,pH 3.57,0.85 g/L,13.0% vol,Score: 7
199,6.9 g/L,1.09 g/L,0.06 g/L,2.1 g/L,0.061 g/L,12.0 mg/L SO2,31.0 mg/L SO2,0.9948 g/cm³,pH 3.51,0.43 g/L,11.4% vol,Score: 4
200,9.6 g/L,0.32 g/L,0.47 g/L,1.4 g/L,0.056 g/L,9.0 mg/L SO2,24.0 mg/L SO2,0.99695 g/cm³,pH 3.22,0.82 g/L,10.3% vol,Score: 7
201,8.8 g/L,0.37 g/L,0.48 g/L,2.1 g/L,0.097 g/L,39.0 mg/L SO2,145.0 mg/L SO2,0.9975 g/cm³,pH 3.04,1.03 g/L,9.3% vol,Score: 5
202,6.8 g/L,0.5 g/L,0.11 g/L,1.5 g/L,0.075 g/L,16.0 mg/L SO2,49.0 mg/L SO2,0.99545 g/cm³,pH 3.36,0.79 g/L,9.5% vol,Score: 5
203,7.0 g/L,0.42 g/L,0.35 g/L,1.6 g/L,0.088 g/L,16.0 mg/L SO2,39.0 mg/L SO2,0.9961 g/cm³,pH 3.34,0.55 g/L,9.2% vol,Score: 5
204,7.0 g/L,0.43 g/L,0.36 g/L,1.6 g/L,0.089 g/L,14.0 mg/L SO2,37.0 mg/L SO2,0.99615 g/cm³,pH 3.34,0.56 g/L,9.2% vol,Score: 6
205,12.8 g/L,0.3 g/L,0.74 g/L,2.6 g/L,0.095 g/L,9.0 mg/L SO2,28.0 mg/L SO2,0.9994 g/cm³,pH 3.2,0.77 g/L,10.8% vol,Score: 7
206,12.8 g/L,0.3 g/L,0.74 g/L,2.6 g/L,0.095 g/L,9.0 mg/L SO2,28.0 mg/L SO2,0.9994 g/cm³,pH 3.2,0.77 g/L,10.8% vol,Score: 7
207,7.8 g/L,0.57 g/L,0.31 g/L,1.8 g/L,0.069 g/L,26.0 mg/L SO2,120.0 mg/L SO2,0.99625 g/cm³,pH 3.29,0.53 g/L,9.3% vol,Score: 5
208,7.8 g/L,0.44 g/L,0.28 g/L,2.7 g/L,0.1 g/L,18.0 mg/L SO2,95.0 mg/L SO2,0.9966 g/cm³,pH 3.22,0.67 g/L,9.4% vol,Score: 5
209,11.0 g/L,0.3 g/L,0.58 g/L,2.1 g/L,0.054 g/L,7.0 mg/L SO2,19.0 mg/L SO2,0.998 g/cm³,pH 3.31,0.88 g/L,10.5% vol,Score: 7
210,9.7 g/L,0.53 g/L,0.6 g/L,2.0 g/L,0.039 g/L,5.0 mg/L SO2,19.0 mg/L SO2,0.99585 g/cm³,pH 3.3,0.86 g/L,12.4% vol,Score: 6
211,8.0 g/L,0.725 g/L,0.24 g/L,2.8 g/L,0.083 g/L,10.0 mg/L SO2,62.0 mg/L SO2,0.99685 g/cm³,pH 3.35,0.56 g/L,10.0% vol,Score: 6
212,11.6 g/L,0.44 g/L,0.64 g/L,2.1 g/L,0.059 g/L,5.0 mg/L SO2,15.0 mg/L SO2,0.998 g/cm³,pH 3.21,0.67 g/L,10.2% vol,Score: 6
213,8.2 g/L,0.57 g/L,0.26 g/L,2.2 g/L,0.06 g/L,28.0 mg/L SO2,65.0 mg/L SO2,0.9959 g/cm³,pH 3.3,0.43 g/L,10.1% vol,Score: 5
214,7.8 g/L,0.735 g/L,0.08 g/L,2.4 g/L,0.092 g/L,10.0 mg/L SO2,41.0 mg/L SO2,0.9974 g/cm³,pH 3.24,0.71 g/L,9.8% vol,Score: 6
215,7.0 g/L,0.49 g/L,0.49 g/L,5.6 g/L,0.06 g/L,26.0 mg/L SO2,121.0 mg/L SO2,0.9974 g/cm³,pH 3.34,0.76 g/L,10.5% vol,Score: 5
216,8.7 g/L,0.625 g/L,0.16 g/L,2.0 g/L,0.101 g/L,13.0 mg/L SO2,49.0 mg/L SO2,0.9962 g/cm³,pH 3.14,0.57 g/L,11.0% vol,Score: 5
217,8.1 g/L,0.725 g/L,0.22 g/L,2.2 g/L,0.072 g/L,11.0 mg/L SO2,41.0 mg/L SO2,0.9967 g/cm³,pH 3.36,0.55 g/L,9.1% vol,Score: 5
218,7.5 g/L,0.49 g/L,0.19 g/L,1.9 g/L,0.076 g/L,10.0 mg/L SO2,44.0 mg/L SO2,0.9957 g/cm³,pH 3.39,0.54 g/L,9.7% vol,Score: 5
219,7.8 g/L,0.53 g/L,0.33 g/L,2.4 g/L,0.08 g/L,24.0 mg/L SO2,144.0 mg/L SO2,0.99655 g/cm³,pH 3.3,0.6 g/L,9.5% vol,Score: 5
220,7.8 g/L,0.34 g/L,0.37 g/L,2.0 g/L,0.082 g/L,24.0 mg/L SO2,58.0 mg/L SO2,0.9964 g/cm³,pH 3.34,0.59 g/L,9.4% vol,Score: 6
221,7.4 g/L,0.53 g/L,0.26 g/L,2.0 g/L,0.101 g/L,16.0 mg/L SO2,72.0 mg/L SO2,0.9957 g/cm³,pH 3.15,0.57 g/L,9.4% vol,Score: 5
222,6.8 g/L,0.61 g/L,0.04 g/L,1.5 g/L,0.057 g/L,5.0 mg/L SO2,10.0 mg/L SO2,0.99525 g/cm³,pH 3.42,0.6 g/L,9.5% vol,Score: 5
223,8.6 g/L,0.645 g/L,0.25 g/L,2.0 g/L,0.083 g/L,8.0 mg/L SO2,28.0 mg/L SO2,0.99815 g/cm³,pH 3.28,0.6 g/L,10.0% vol,Score: 6
224,8.4 g/L,0.635 g/L,0.36 g/L,2.0 g/L,0.089 g/L,15.0 mg/L SO2,55.0 mg/L SO2,0.99745 g/cm³,pH 3.31,0.57 g/L,10.4% vol,Score: 4
225,7.7 g/L,0.43 g/L,0.25 g/L,2.6 g/L,0.073 g/L,29.0 mg/L SO2,63.0 mg/L SO2,0.99615 g/cm³,pH 3.37,0.58 g/L,10.5% vol,Score: 6
226,8.9 g/L,0.59 g/L,0.5 g/L,2.0 g/L,0.337 g/L,27.0 mg/L SO2,81.0 mg/L SO2,0.9964 g/cm³,pH 3.04,1.61 g/L,9.5% vol,Score: 6
227,9.0 g/L,0.82 g/L,0.14 g/L,2.6 g/L,0.089 g/L,9.0 mg/L SO2,23.0 mg/L SO2,0.9984 g/cm³,pH 3.39,0.63 g/L,9.8% vol,Score: 5
228,7.7 g/L,0.43 g/L,0.25 g/L,2.6 g/L,0.073 g/L,29.0 mg/L SO2,63.0 mg/L SO2,0.99615 g/cm³,pH 3.37,0.58 g/L,10.5% vol,Score: 6
229,6.9 g/L,0.52 g/L,0.25 g/L,2.6 g/L,0.081 g/L,10.0 mg/L SO2,37.0 mg/L SO2,0.99685 g/cm³,pH 3.46,0.5 g/L,11.0% vol,Score: 5
230,5.2 g/L,0.48 g/L,0.04 g/L,1.6 g/L,0.054 g/L,19.0 mg/L SO2,106.0 mg/L SO2,0.9927 g/cm³,pH 3.54,0.62 g/L,12.2% vol,Score: 7
231,8.0 g/L,0.38 g/L,0.06 g/L,1.8 g/L,0.078 g/L,12.0 mg/L SO2,49.0 mg/L SO2,0.99625 g/cm³,pH 3.37,0.52 g/L,9.9% vol,Score: 6
232,8.5 g/L,0.37 g/L,0.2 g/L,2.8 g/L,0.09 g/L,18.0 mg/L SO2,58.0 mg/L SO2,0.998 g/cm³,pH 3.34,0.7 g/L,9.6% vol,Score: 6
233,6.9 g/L,0.52 g/L,0.25 g/L,2.6 g/L,0.081 g/L,10.0 mg/L SO2,37.0 mg/L SO2,0.99685 g/cm³,pH 3.46,0.5 g/L,11.0% vol,Score: 5
234,8.2 g/L,1.0 g/L,0.09 g/L,2.3 g/L,0.065 g/L,7.0 mg/L SO2,37.0 mg/L SO2,0.99685 g/cm³,pH 3.32,0.55 g/L,9.0% vol,Score: 6
235,7.2 g/L,0.63 g/L,0.0 g/L,1.9 g/L,0.097 g/L,14.0 mg/L SO2,38.0 mg/L SO2,0.99675 g/cm³,pH 3.37,0.58 g/L,9.0% vol,Score: 6
236,7.2 g/L,0.63 g/L,0.0 g/L,1.9 g/L,0.097 g/L,14.0 mg/L SO2,38.0 mg/L SO2,0.99675 g/cm³,pH 3.37,0.58 g/L,9.0% vol,Score: 6
237,7.2 g/L,0.645 g/L,0.0 g/L,1.9 g/L,0.097 g/L,15.0 mg/L SO2,39.0 mg/L SO2,0.99675 g/cm³,pH 3.37,0.58 g/L,9.2% vol,Score: 6
238,7.2 g/L,0.63 g/L,0.0 g/L,1.9 g/L,0.097 g/L,14.0 mg/L SO2,38.0 mg/L SO2,0.99675 g/cm³,pH 3.37,0.58 g/L,9.0% vol,Score: 6
239,8.2 g/L,1.0 g/L,0.09 g/L,2.3 g/L,0.065 g/L,7.0 mg/L SO2,37.0 mg/L SO2,0.99685 g/cm³,pH 3.32,0.55 g/L,9.0% vol,Score: 6
240,8.9 g/L,0.635 g/L,0.37 g/L,1.7 g/L,0.263 g/L,5.0 mg/L SO2,62.0 mg/L SO2,0.9971 g/cm³,pH 3.0,1.09 g/L,9.3% vol,Score: 5
241,12.0 g/L,0.38 g/L,0.56 g/L,2.1 g/L,0.093 g/L,6.0 mg/L SO2,24.0 mg/L SO2,0.99925 g/cm³,pH 3.14,0.71 g/L,10.9% vol,Score: 6
242,7.7 g/L,0.58 g/L,0.1 g/L,1.8 g/L,0.102 g/L,28.0 mg/L SO2,109.0 mg/L SO2,0.99565 g/cm³,pH 3.08,0.49 g/L,9.8% vol,Score: 6
243,15.0 g/L,0.21 g/L,0.44 g/L,2.2 g/L,0.075 g/L,10.0 mg/L SO2,24.0 mg/L SO2,1.00005 g/cm³,pH 3.07,0.84 g/L,9.2% vol,Score: 7
244,15.0 g/L,0.21 g/L,0.44 g/L,2.2 g/L,0.075 g/L,10.0 mg/L SO2,24.0 mg/L SO2,1.00005 g/cm³,pH 3.07,0.84 g/L,9.2% vol,Score: 7
245,7.3 g/L,0.66 g/L,0.0 g/L,2.0 g/L,0.084 g/L,6.0 mg/L SO2,23.0 mg/L SO2,0.9983 g/cm³,pH 3.61,0.96 g/L,9.9% vol,Score: 6
246,7.1 g/L,0.68 g/L,0.07 g/L,1.9 g/L,0.075 g/L,16.0 mg/L SO2,51.0 mg/L SO2,0.99685 g/cm³,pH 3.38,0.52 g/L,9.5% vol,Score: 5
247,8.2 g/L,0.6 g/L,0.17 g/L,2.3 g/L,0.072 g/L,11.0 mg/L SO2,73.0 mg/L SO2,0.9963 g/cm³,pH 3.2,0.45 g/L,9.3% vol,Score: 5
248,7.7 g/L,0.53 g/L,0.06 g/L,1.7 g/L,0.074 g/L,9.0 mg/L SO2,39.0 mg/L SO2,0.99615 g/cm³,pH 3.35,0.48 g/L,9.8% vol,Score: 6
249,7.3 g/L,0.66 g/L,0.0 g/L,2.0 g/L,0.084 g/L,6.0 mg/L SO2,23.0 mg/L SO2,0.9983 g/cm³,pH 3.61,0.96 g/L,9.9% vol,Score: 6
250,10.8 g/L,0.32 g/L,0.44 g/L,1.6 g/L,0.063 g/L,16.0 mg/L SO2,37.0 mg/L SO2,0.9985 g/cm³,pH 3.22,0.78 g/L,10.0% vol,Score: 6
251,7.1 g/L,0.6 g/L,0.0 g/L,1.8 g/L,0.074 g/L,16.0 mg/L SO2,34.0 mg/L SO2,0.9972 g/cm³,pH 3.47,0.7 g/L,9.9% vol,Score: 6
252,11.1 g/L,0.35 g/L,0.48 g/L,3.1 g/L,0.09 g/L,5.0 mg/L SO2,21.0 mg/L SO2,0.9986 g/cm³,pH 3.17,0.53 g/L,10.5% vol,Score: 5
253,7.7 g/L,0.775 g/L,0.42 g/L,1.9 g/L,0.092 g/L,8.0 mg/L SO2,86.0 mg/L SO2,0.9959 g/cm³,pH 3.23,0.59 g/L,9.5% vol,Score: 5
254,7.1 g/L,0.6 g/L,0.0 g/L,1.8 g/L,0.074 g/L,16.0 mg/L SO2,34.0 mg/L SO2,0.9972 g/cm³,pH 3.47,0.7 g/L,9.9% vol,Score: 6
255,8.0 g/L,0.57 g/L,0.23 g/L,3.2 g/L,0.073 g/L,17.0 mg/L SO2,119.0 mg/L SO2,0.99675 g/cm³,pH 3.26,0.57 g/L,9.3% vol,Score: 5
256,9.4 g/L,0.34 g/L,0.37 g/L,2.2 g/L,0.075 g/L,5.0 mg/L SO2,13.0 mg/L SO2,0.998 g/cm³,pH 3.22,0.62 g/L,9.2% vol,Score: 5
257,6.6 g/L,0.695 g/L,0.0 g/L,2.1 g/L,0.075 g/L,12.0 mg/L SO2,56.0 mg/L SO2,0.9968 g/cm³,pH 3.49,0.67 g/L,9.2% vol,Score: 5
258,7.7 g/L,0.41 g/L,0.76 g/L,1.8 g/L,0.611 g/L,8.0 mg/L SO2,45.0 mg/L SO2,0.9968 g/cm³,pH 3.06,1.26 g/L,9.4% vol,Score: 5
259,10.0 g/L,0.31 g/L,0.47 g/L,2.6 g/L,0.085 g/L,14.0 mg/L SO2,33.0 mg/L SO2,0.99965 g/cm³,pH 3.36,0.8 g/L,10.5% vol,Score: 7
260,7.9 g/L,0.33 g/L,0.23 g/L,1.7 g/L,0.077 g/L,18.0 mg/L SO2,45.0 mg/L SO2,0.99625 g/cm³,pH 3.29,0.65 g/L,9.3% vol,Score: 5
261,7.0 g/L,0.975 g/L,0.04 g/L,2.0 g/L,0.087 g/L,12.0 mg/L SO2,67.0 mg/L SO2,0.99565 g/cm³,pH 3.35,0.6 g/L,9.4% vol,Score: 4
262,8.0 g/L,0.52 g/L,0.03 g/L,1.7 g/L,0.07 g/L,10.0 mg/L SO2,35.0 mg/L SO2,0.99575 g/cm³,pH 3.34,0.57 g/L,10.0% vol,Score: 5
